38944473088,MSCI
39488438272,CDNS
39575539712,TRV
40248303616,EOG
40323219456,AIG
40566738944,EA
40594477056,APH
40652013568,TT
40759533568,TROW
40777654272,A
40996122624,PH
41107898368,BIIB
41151901696,PPG
41313939456,BK
41420328960,DD
41641336832,MCHP
41955213312,SRE
41997053952,IQV
42037948416,EBAY
42051149824,CTSH
42057973760,SYY
42259841024,HPQ
42398748672,DLR
42488393728,CMG
43590189056,LHX
44171456512,TEL
44376727552,AEP
44452814848,JCI
44457385984,BAX
44556750848,INFO
44618399744,EXC
45087232000,ROP
45421547520,ROST
46332559360,IDXX
46412423168,LVS
46713176064,STZ
46720536576,WBA
46816776192,F
47127740416,MAR
47815614464,PSA
47817740288,KMB
48305491968,DOW
48753836032,ALGN
50857197568,KHC
51120513024,KLAC
51752132608,MNST
51882110976,DG
52414070784,FCX
52806852608,AON
53382692864,GD
53529927680,NEM
53774569472,TWTR
54260051968,REGN
55268704256,EMR
55407591424,MET
55461048320,NXPI
55615705088,NOC
56372359168,ETN
56878653440,VRTX
57211760640,WM
57338884096,HUM
58392145920,ADI
58879262720,ILMN
59223400448,PGR
59242680320,EW
60690747392,COF
60698816512,BSX
60829310976,MCO
63433736192,ADSK
63494656000,GPN
63867158528,APD
64075776000,ECL
64641437696,D
64974200832,MMC
65042739200,EQIX
66555068416,HCA
67260948480,ICE
67661467648,COP
68776509440,CL
69651578880,SO
71784079360,ITW
72191606784,ATVI
72516214784,SHW
73834127360,FDX
74227957760,CB
74313793536,CME
74430332928,PNC
75005239296,BDX
76114903040,NSC
76347080704,TFC
77760086016,DUK
77992607744,CSX
79042740224,CCI
80818733056,ZTS
82585067520,TJX
82838020096,GM
83153141760,ADP
83206086656,FISV
83701407744,MDLZ
84092043264,GILD
84856078336,PLD
85313904640,USB
87887519744,CI
88127389696,MO
91639889920,LRCX
92201885696,SPGI
94251892736,ANTM
94835900416,FIS
96791175168,BKNG
99124142080,AMD
99308240896,SYK
100355719168,MU
100670431232,CVS
103098941440,TGT
105519751168,ISRG
107163009024,NOW
107928338432,LMT
111986909184,INTU
112161202176,AMT
112408371200,EL
114064367616,GS
116393394176,MMM
117275123712,GE
117727723520,DE
118247555072,AXP
119569686528,RTX
123291860992,SCHW
123871813632,BLK
123930132480,AMAT
126761394176,CAT
128275439616,IBM
137438224384,SBUX
137692348416,BA
140551798784,CHTR
146239864832,LOW
146795937792,PM
147424673792,C
148118257664,MS
148154171392,BMY
148961689600,UNP
149006204928,AMGN
152652595200,LIN
152934170624,NEE
154711162880,QCOM
155251195904,UPS
160090963968,HON
164199579648,TMUS
165547442176,COST
173288701952,MCD
174273675264,DHR
174356201472,TXN
175586263040,MDT
179061964800,WFC
183119544320,LLY
184795414528,ACN
187733393408,AVGO
188809314304,TMO
195543187456,ABBV
198069223424,CVX
200555020288,MRK
203072651264,PEP
205238042624,NKE
212345815040,CRM
214938959872,T
217189597184,ABT
219237203968,CSCO
220504670208,PFE
221052043264,ORCL
225389363200,NFLX
235423694848,KO
237077168128,XOM
240699523072,VZ
244898660352,ADBE
250355548160,CMCSA
259408412672,INTC
311050240000,PYPL
332393611264,DIS
332594315264,BAC
335040217088,PG
350468440064,HD
377002754048,UNH
380557000704,MA
380940648448,NVDA
397770653696,WMT
438583328768,JNJ
455698972672,JPM
501492023296,V
625815126016,BRK-B
714245996544,TSLA
856555257856,FB
1540812832768,GOOGL
1694851792896,AMZN
1965349535744,MSFT
2241209827328,AAPL
